17955123,0,31,1
17955123,1,32,1
17955123,2,29,1
17955123,3,39,1
17955123,4,52,1
17955123,5,9,0
17955123,6,79,0
17955123,7,28,0
17955123,8,21,0
17955123,9,33,0
17962237,0,53,0
17962237,1,39,0
17962237,2,29,0
17962237,3,10,0
17962237,4,79,0
17962237,5,41,1
17962237,6,55,1
17962237,7,40,1
17962237,8,74,1
17962237,9,33,1
17972480,0,33,0
17972480,1,17,0
17972480,2,21,0
17972480,3,53,0
17972480,4,20,0
17972480,5,62,1
17972480,6,74,1
17972480,7,55,1
17972480,8,65,1
17972480,9,40,1
18096178,0,33,0
18096178,1,40,0
18096178,2,74,0
18096178,3,60,0
18096178,4,38,0
18096178,5,52,1
18096178,6,16,1
18096178,7,21,1
18096178,8,79,1
18096178,9,80,1
18244878,0,31,0
18244878,1,16,0
18244878,2,9,0
18244878,3,74,0
18244878,4,33,0
18244878,5,52,1
18244878,6,1,1
18244878,7,21,1
18244878,8,3,1
18244878,9,38,1
18247965,0,40,1
18247965,1,28,1
18247965,2,74,1
18247965,3,9,1
18247965,4,79,1
18247965,5,78,0
18247965,6,31,0
18247965,7,13,0
18247965,8,52,0
18247965,9,16,0
18355350,0,33,1
18355350,1,21,1
18355350,2,83,1
18355350,3,52,1
18355350,4,45,1
18355350,5,78,0
18355350,6,31,0
18355350,7,74,0
18355350,8,79,0
18355350,9,63,0
18375947,0,78,1
18375947,1,20,1
18375947,2,55,1
18375947,3,61,1
18375947,4,5,1
18375947,5,58,0
18375947,6,65,0
18375947,7,80,0
18375947,8,30,0
18375947,9,33,0
18381978,0,53,1
18381978,1,43,1
18381978,2,40,1
18381978,3,60,1
18381978,4,33,1
18381978,5,74,0
18381978,6,31,0
18381978,7,61,0
18381978,8,16,0
18381978,9,38,0
18842103,0,17,0
18842103,1,7,0
18842103,2,55,0
18842103,3,1,0
18842103,4,20,0
18842103,5,60,1
18842103,6,33,1
18842103,7,79,1
18842103,8,10,1
18842103,9,52,1
18867010,0,83,0
18867010,1,21,0
18867010,2,52,0
18867010,3,55,0
18867010,4,45,0
18867010,5,14,1
18867010,6,79,1
18867010,7,11,1
18867010,8,33,1
18867010,9,16,1
19009163,0,40,0
19009163,1,55,0
19009163,2,29,0
19009163,3,1,0
19009163,4,21,0
19009163,5,27,1
19009163,6,53,1
19009163,7,52,1
19009163,8,33,1
19009163,9,10,1
19009484,0,33,0
19009484,1,74,0
19009484,2,9,0
19009484,3,31,0
19009484,4,16,0
19009484,5,10,1
19009484,6,65,1
19009484,7,52,1
19009484,8,61,1
19009484,9,5,1
19017126,0,74,1
19017126,1,21,1
19017126,2,17,1
19017126,3,33,1
19017126,4,5,1
19017126,5,60,0
19017126,6,79,0
19017126,7,80,0
19017126,8,58,0
19017126,9,52,0
19150047,0,25,0
19150047,1,74,0
19150047,2,61,0
19150047,3,79,0
19150047,4,16,0
19150047,5,10,1
19150047,6,31,1
19150047,7,21,1
19150047,8,7,1
19150047,9,78,1
19157124,0,20,1
19157124,1,21,1
19157124,2,32,1
19157124,3,7,1
19157124,4,52,1
19157124,5,8,0
19157124,6,40,0
19157124,7,60,0
19157124,8,55,0
19157124,9,79,0
19170410,0,39,1
19170410,1,16,1
19170410,2,27,1
19170410,3,58,1
19170410,4,52,1
19170410,5,66,0
19170410,6,20,0
19170410,7,7,0
19170410,8,34,0
19170410,9,21,0
19249598,0,16,0
19249598,1,63,0
19249598,2,5,0
19249598,3,55,0
19249598,4,74,0
19249598,5,31,1
19249598,6,21,1
19249598,7,38,1
19249598,8,7,1
19249598,9,10,1
19254348,0,52,1
19254348,1,74,1
19254348,2,60,1
19254348,3,16,1
19254348,4,9,1
19254348,5,7,0
19254348,6,13,0
19254348,7,20,0
19254348,8,53,0
19254348,9,10,0
19266829,0,29,0
19266829,1,28,0
19266829,2,21,0
19266829,3,52,0
19266829,4,61,0
19266829,5,53,1
19266829,6,62,1
19266829,7,20,1
19266829,8,60,1
19266829,9,39,1
19277001,0,5,1
19277001,1,40,1
19277001,2,21,1
19277001,3,39,1
19277001,4,49,1
19277001,5,7,0
19277001,6,52,0
19277001,7,76,0
19277001,8,33,0
19277001,9,74,0
19281584,0,74,0
19281584,1,21,0
19281584,2,34,0
19281584,3,33,0
19281584,4,7,0
19281584,5,58,1
19281584,6,31,1
19281584,7,52,1
19281584,8,41,1
19281584,9,38,1
19285034,0,5,0
19285034,1,43,0
19285034,2,66,0
19285034,3,60,0
19285034,4,13,0
19285034,5,14,1
19285034,6,7,1
19285034,7,39,1
19285034,8,21,1
19285034,9,16,1
19288328,0,16,0
19288328,1,21,0
19288328,2,52,0
19288328,3,39,0
19288328,4,54,0
19288328,5,74,1
19288328,6,80,1
19288328,7,60,1
19288328,8,5,1
19288328,9,58,1
19302450,0,20,0
19302450,1,74,0
19302450,2,16,0
19302450,3,79,0
19302450,4,32,0
19302450,5,10,1
19302450,6,31,1
19302450,7,33,1
19302450,8,7,1
19302450,9,78,1
19303839,0,66,0
19303839,1,7,0
19303839,2,21,0
19303839,3,61,0
19303839,4,63,0
19303839,5,29,1
19303839,6,20,1
19303839,7,39,1
19303839,8,27,1
19303839,9,60,1
19305123,0,33,1
19305123,1,74,1
19305123,2,21,1
19305123,3,5,1
19305123,4,43,1
19305123,5,45,0
19305123,6,38,0
19305123,7,11,0
19305123,8,20,0
19305123,9,66,0
19308670,0,74,1
19308670,1,41,1
19308670,2,45,1
19308670,3,26,1
19308670,4,7,1
19308670,5,38,0
19308670,6,20,0
19308670,7,1,0
19308670,8,27,0
19308670,9,52,0
19311622,0,1,1
19311622,1,31,1
19311622,2,29,1
19311622,3,21,1
19311622,4,38,1
19311622,5,84,0
19311622,6,80,0
19311622,7,13,0
19311622,8,40,0
19311622,9,52,0
19314522,0,78,1
19314522,1,10,1
19314522,2,33,1
19314522,3,21,1
19314522,4,40,1
19314522,5,60,0
19314522,6,55,0
19314522,7,39,0
19314522,8,79,0
19314522,9,20,0
19314985,0,27,0
19314985,1,53,0
19314985,2,1,0
19314985,3,20,0
19314985,4,68,0
19314985,5,10,1
19314985,6,26,1
19314985,7,21,1
19314985,8,39,1
19314985,9,16,1
19320490,0,13,1
19320490,1,10,1
19320490,2,61,1
19320490,3,40,1
19320490,4,33,1
19320490,5,78,0
19320490,6,17,0
19320490,7,21,0
19320490,8,31,0
19320490,9,5,0
19320624,0,40,1
19320624,1,52,1
19320624,2,74,1
19320624,3,10,1
19320624,4,53,1
19320624,5,39,0
19320624,6,66,0
19320624,7,21,0
19320624,8,9,0
19320624,9,79,0
19326398,0,38,1
19326398,1,5,1
19326398,2,66,1
19326398,3,10,1
19326398,4,80,1
19326398,5,1,0
19326398,6,21,0
19326398,7,16,0
19326398,8,79,0
19326398,9,40,0
19326771,0,8,1
19326771,1,43,1
19326771,2,77,1
19326771,3,16,1
19326771,4,5,1
19326771,5,57,0
19326771,6,66,0
19326771,7,52,0
19326771,8,14,0
19326771,9,61,0
19331183,0,1,0
19331183,1,3,0
19331183,2,53,0
19331183,3,7,0
19331183,4,79,0
19331183,5,55,1
19331183,6,16,1
19331183,7,52,1
19331183,8,56,1
19331183,9,33,1
19392045,0,7,0
19392045,1,55,0
19392045,2,40,0
19392045,3,14,0
19392045,4,39,0
19392045,5,52,1
19392045,6,84,1
19392045,7,74,1
19392045,8,21,1
19392045,9,56,1
19399329,0,79,0
19399329,1,16,0
19399329,2,52,0
19399329,3,74,0
19399329,4,10,0
19399329,5,68,1
19399329,6,20,1
19399329,7,55,1
19399329,8,38,1
19399329,9,1,1
19407750,0,33,0
19407750,1,53,0
19407750,2,39,0
19407750,3,27,0
19407750,4,56,0
19407750,5,26,1
19407750,6,16,1
19407750,7,62,1
19407750,8,74,1
19407750,9,1,1
19417655,0,79,0
19417655,1,16,0
19417655,2,60,0
19417655,3,53,0
19417655,4,10,0
19417655,5,27,1
19417655,6,7,1
19417655,7,78,1
19417655,8,39,1
19417655,9,80,1
19425487,0,33,1
19425487,1,53,1
19425487,2,17,1
19425487,3,78,1
19425487,4,52,1
19425487,5,77,0
19425487,6,7,0
19425487,7,68,0
19425487,8,61,0
19425487,9,39,0
19438844,0,29,0
19438844,1,74,0
19438844,2,13,0
19438844,3,5,0
19438844,4,1,0
19438844,5,20,1
19438844,6,40,1
19438844,7,10,1
19438844,8,53,1
19438844,9,39,1
19445156,0,27,0
19445156,1,10,0
19445156,2,60,0
19445156,3,58,0
19445156,4,79,0
19445156,5,1,1
19445156,6,5,1
19445156,7,7,1
19445156,8,78,1
19445156,9,21,1
19445411,0,77,1
19445411,1,21,1
19445411,2,39,1
19445411,3,58,1
19445411,4,20,1
19445411,5,5,0
19445411,6,53,0
19445411,7,38,0
19445411,8,29,0
19445411,9,9,0
19451502,0,7,0
19451502,1,68,0
19451502,2,39,0
19451502,3,78,0
19451502,4,80,0
19451502,5,16,1
19451502,6,60,1
19451502,7,21,1
19451502,8,52,1
19451502,9,56,1
19452040,0,52,0
19452040,1,49,0
19452040,2,27,0
19452040,3,33,0
19452040,4,38,0
19452040,5,10,1
19452040,6,45,1
19452040,7,53,1
19452040,8,58,1
19452040,9,20,1
19452859,0,1,1
19452859,1,31,1
19452859,2,29,1
19452859,3,21,1
19452859,4,38,1
19452859,5,33,0
19452859,6,5,0
19452859,7,10,0
19452859,8,58,0
19452859,9,80,0
19461370,0,7,0
19461370,1,28,0
19461370,2,39,0
19461370,3,20,0
19461370,4,9,0
19461370,5,29,1
19461370,6,21,1
19461370,7,10,1
19461370,8,60,1
19461370,9,5,1
19461867,0,58,0
19461867,1,62,0
19461867,2,74,0
19461867,3,78,0
19461867,4,79,0
19461867,5,20,1
19461867,6,66,1
19461867,7,52,1
19461867,8,56,1
19461867,9,61,1
19472796,0,55,0
19472796,1,40,0
19472796,2,39,0
19472796,3,17,0
19472796,4,16,0
19472796,5,52,1
19472796,6,33,1
19472796,7,60,1
19472796,8,11,1
19472796,9,38,1
19479279,0,50,0
19479279,1,39,0
19479279,2,52,0
19479279,3,33,0
19479279,4,80,0
19479279,5,55,1
19479279,6,74,1
19479279,7,20,1
19479279,8,9,1
19479279,9,7,1
19538671,0,55,1
19538671,1,53,1
19538671,2,45,1
19538671,3,20,1
19538671,4,29,1
19538671,5,52,0
19538671,6,7,0
19538671,7,78,0
19538671,8,74,0
19538671,9,63,0
19544592,0,52,0
19544592,1,16,0
19544592,2,74,0
19544592,3,13,0
19544592,4,1,0
19544592,5,5,1
19544592,6,53,1
19544592,7,49,1
19544592,8,78,1
19544592,9,7,1
19558770,0,79,1
19558770,1,7,1
19558770,2,43,1
19558770,3,21,1
19558770,4,49,1
19558770,5,1,0
19558770,6,33,0
19558770,7,5,0
19558770,8,38,0
19558770,9,39,0
19560076,0,28,1
19560076,1,21,1
19560076,2,39,1
19560076,3,33,1
19560076,4,5,1
19560076,5,37,0
19560076,6,79,0
19560076,7,52,0
19560076,8,55,0
19560076,9,1,0
19566866,0,52,0
19566866,1,17,0
19566866,2,21,0
19566866,3,26,0
19566866,4,7,0
19566866,5,28,1
19566866,6,66,1
19566866,7,53,1
19566866,8,5,1
19566866,9,56,1
19569070,0,40,0
19569070,1,17,0
19569070,2,32,0
19569070,3,33,0
19569070,4,79,0
19569070,5,10,1
19569070,6,55,1
19569070,7,16,1
19569070,8,68,1
19569070,9,5,1
19578465,0,1,1
19578465,1,21,1
19578465,2,78,1
19578465,3,7,1
19578465,4,68,1
19578465,5,58,0
19578465,6,16,0
19578465,7,53,0
19578465,8,40,0
19578465,9,10,0
19581008,0,10,0
19581008,1,39,0
19581008,2,25,0
19581008,3,65,0
19581008,4,16,0
19581008,5,20,1
19581008,6,53,1
19581008,7,1,1
