48,Luna,3,201239,1531.0,Carry,17,16,30,9,2012,September
13,Puck,3,201239,1072.0,Semi-Carry,19,15,22,9,2012,September
45,Pugna,2,201239,503.0,Semi-Carry,5,18,4,9,2012,September
7,Earthshaker,2,201239,329.0,Support,3,18,11,9,2012,September
70,Ursa,2,201239,1319.0,Carry,39,6,20,9,2012,September
28,Slardar,2,201239,686.0,Carry,3,4,13,9,2012,September
20,Vengeful Spirit,2,201239,380.0,Support,2,8,18,9,2012,September
57,Omni Knight,2,201239,719.0,Semi-Carry,5,2,5,9,2012,September
83,Treant Protector,2,201239,547.0,Support,6,19,20,9,2012,September
14,Pudge,2,201239,987.0,Semi-Carry,25,4,18,9,2012,September
65,Batrider,1,201239,356.0,Semi-Carry,4,1,12,9,2012,September
71,Spirit Breaker,1,201239,382.0,Carry,5,8,7,9,2012,September
37,Warlock,1,201239,161.0,Support,1,5,2,9,2012,September
54,Lifestealer,1,201239,528.0,Carry,10,10,14,9,2012,September
31,Lich,1,201239,168.0,Support,0,10,5,9,2012,September
9,Mirana,1,201239,302.0,Carry,2,3,0,9,2012,September
3,Bane,1,201239,162.0,Support,3,7,6,9,2012,September
30,Witch Doctor,1,201239,130.0,Support,1,7,6,9,2012,September
32,Riki,1,201239,525.0,Carry,19,4,13,9,2012,September
56,Clinkz,1,201239,257.0,Carry,4,5,0,9,2012,September
72,Gyrocopter,1,201239,296.0,Semi-Carry,3,9,8,9,2012,September
34,Tinker,1,201239,283.0,Carry,0,8,4,9,2012,September
23,Kunkka,1,201239,325.0,Carry,4,7,6,9,2012,September
52,Leshrac,28,201240,8387.0,Support,130,175,289,9,2012,September
10,Morphling,27,201240,13121.0,Carry,254,87,190,9,2012,September
40,Venomancer,24,201240,5533.0,Support,56,163,295,9,2012,September
21,Windrunner,23,201240,7699.0,Support,101,89,180,9,2012,September
86,Rubick,22,201240,6259.0,Semi-Carry,79,99,255,9,2012,September
29,Tidehunter,21,201240,6288.0,Semi-Carry,86,117,267,9,2012,September
74,Invoker,19,201240,7522.0,Carry,156,81,177,9,2012,September
33,Enigma,17,201240,5891.0,Jungler,34,96,196,9,2012,September
27,Shadow Shaman,16,201240,3969.0,Semi-Carry,41,112,159,9,2012,September
16,Sand King,16,201240,4218.0,Support,34,111,122,9,2012,September
66,Chen,14,201240,3542.0,Jungler,35,78,125,9,2012,September
46,Templar Assassin,12,201240,5383.0,Carry,106,47,92,9,2012,September
39,Queen of Pain,11,201240,4361.0,Carry,92,50,107,9,2012,September
1,Anti-Mage,11,201240,6719.0,Carry,104,32,84,9,2012,September
81,Chaos Knight,10,201240,3977.0,Carry,74,48,81,9,2012,September
89,Naga Siren,10,201240,4612.0,Carry,53,46,103,9,2012,September
61,Broodmother,10,201240,4326.0,Carry,55,48,68,9,2012,September
91,Wisp,9,201240,2564.0,Support,38,52,153,9,2012,September
55,Dark Seer,9,201240,3244.0,\N,40,39,108,9,2012,September
62,Bounty Hunter,9,201240,2936.0,\N,56,42,54,9,2012,September
58,Enchantress,9,201240,2621.0,Jungler,35,54,99,9,2012,September
53,Furion,8,201240,3733.0,\N,32,34,98,9,2012,September
87,Disruptor,8,201240,1574.0,Support,26,59,87,9,2012,September
80,Lone Druid,7,201240,2823.0,Carry,20,30,44,9,2012,September
79,Shadow Demon,7,201240,1692.0,Support,19,35,79,9,2012,September
38,Beastmaster,6,201240,1793.0,\N,9,30,71,9,2012,September
77,Lycan,6,201240,3012.0,Jungler,31,21,49,9,2012,September
5,Crystal Maiden,6,201240,1145.0,Support,12,58,74,9,2012,September
19,Tiny,6,201240,2682.0,Carry,42,29,76,10,2012,October
78,Brewmaster,6,201240,2012.0,Carry,22,26,70,9,2012,September
60,Night Stalker,4,201240,1471.0,Semi-Carry,30,25,34,9,2012,September
13,Puck,4,201240,1430.0,Semi-Carry,25,17,44,10,2012,October
32,Riki,3,201240,1235.0,Carry,42,16,37,9,2012,September
17,Storm Spirit,3,201240,1173.0,\N,18,17,30,9,2012,September
41,Faceless Void,3,201240,1306.0,Carry,15,10,20,9,2012,September
54,Lifestealer,2,201240,1016.0,Carry,13,7,21,10,2012,October
20,Vengeful Spirit,2,201240,468.0,Support,3,8,31,10,2012,October
8,Juggernaut,2,201240,685.0,Carry,11,11,14,10,2012,October
70,Ursa,2,201240,1033.0,Carry,28,10,15,9,2012,September
47,Viper,1,201240,214.0,Carry,0,7,2,10,2012,October
14,Pudge,1,201240,503.0,Semi-Carry,17,3,13,10,2012,October
34,Tinker,1,201240,504.0,Carry,8,7,9,9,2012,September
12,Phantom Lancer,1,201240,291.0,Carry,0,3,2,10,2012,October
90,Keeper of the Light,1,201240,325.0,\N,4,8,7,10,2012,October
50,Dazzle,1,201240,272.0,Support,4,9,10,10,2012,October
31,Lich,1,201240,317.0,Support,6,1,6,10,2012,October
76,Outworld Destroyer,1,201240,270.0,Carry,1,6,7,10,2012,October
68,Ancient Apparition,1,201240,140.0,Support,1,5,4,9,2012,September
25,Lina,1,201240,194.0,Support,4,8,11,9,2012,September
56,Clinkz,1,201240,511.0,Carry,3,0,1,10,2012,October
49,Dragon Knight,1,201240,477.0,Carry,3,0,7,9,2012,September
35,Sniper,1,201240,355.0,Carry,3,7,10,10,2012,October
11,Shadow Fiend,1,201240,516.0,Carry,3,4,10,10,2012,October
7,Earthshaker,1,201240,329.0,Support,9,6,8,9,2012,September
30,Witch Doctor,1,201240,380.0,Support,3,3,11,10,2012,October
57,Omni Knight,1,201240,447.0,Semi-Carry,3,1,7,9,2012,September
51,Clockwerk,1,201240,311.0,Semi-Carry,2,4,14,10,2012,October
21,Windrunner,25,201241,8696.0,\N,142,107,264,10,2012,October
33,Enigma,25,201241,8556.0,Jungler,66,137,304,10,2012,October
52,Leshrac,22,201241,6105.0,Semi-Carry,96,151,212,10,2012,October
29,Tidehunter,22,201241,6387.0,Support,79,121,278,10,2012,October
40,Venomancer,21,201241,4833.0,Support,51,138,296,10,2012,October
65,Batrider,20,201241,6998.0,Semi-Carry,109,97,270,10,2012,October
86,Rubick,19,201241,4969.0,Support,51,116,190,10,2012,October
46,Templar Assassin,17,201241,7811.0,Carry,159,81,162,10,2012,October
64,Jakiro,16,201241,3820.0,Support,38,108,182,10,2012,October
74,Invoker,16,201241,6033.0,Carry,96,68,139,10,2012,October
55,Dark Seer,14,201241,5440.0,Semi-Carry,64,66,196,10,2012,October
66,Chen,13,201241,3646.0,Jungler,35,46,117,10,2012,October
39,Queen of Pain,13,201241,5027.0,Carry,92,77,131,10,2012,October
58,Enchantress,12,201241,3306.0,Jungler,68,70,87,10,2012,October
81,Chaos Knight,12,201241,4539.0,Carry,99,74,125,10,2012,October
87,Disruptor,10,201241,2295.0,Support,37,48,132,10,2012,October
53,Furion,10,201241,4845.0,Carry,53,43,127,10,2012,October
1,Anti-Mage,10,201241,5781.0,Carry,71,26,69,10,2012,October
27,Shadow Shaman,10,201241,2757.0,Semi-Carry,36,69,115,10,2012,October
89,Naga Siren,9,201241,4154.0,Carry,49,34,109,10,2012,October
62,Bounty Hunter,9,201241,4064.0,Carry,76,47,68,10,2012,October
80,Lone Druid,8,201241,3540.0,Carry,22,26,56,10,2012,October
54,Lifestealer,7,201241,3352.0,Carry,50,33,43,10,2012,October
11,Shadow Fiend,7,201241,3715.0,Carry,58,30,55,10,2012,October
8,Juggernaut,7,201241,3687.0,Carry,69,31,57,10,2012,October
19,Tiny,7,201241,4254.0,Carry,65,20,61,10,2012,October
20,Vengeful Spirit,6,201241,1327.0,Support,6,35,88,10,2012,October
85,Undying,6,201241,2322.0,Semi-Carry,38,21,65,10,2012,October
16,Sand King,5,201241,1394.0,Support,13,27,53,10,2012,October
56,Clinkz,5,201241,2422.0,Carry,44,19,30,10,2012,October
14,Pudge,5,201241,1971.0,Semi-Carry,49,41,56,10,2012,October
91,Wisp,5,201241,1461.0,Support,19,18,71,10,2012,October
5,Crystal Maiden,5,201241,1311.0,Support,24,24,61,10,2012,October
41,Faceless Void,5,201241,2280.0,Carry,25,19,33,10,2012,October
79,Shadow Demon,4,201241,810.0,Support,13,28,38,10,2012,October
38,Beastmaster,4,201241,1273.0,\N,11,22,65,10,2012,October
13,Puck,3,201241,788.0,\N,10,16,27,10,2012,October
78,Brewmaster,3,201241,1245.0,Carry,19,9,44,10,2012,October
50,Dazzle,3,201241,900.0,\N,15,28,21,10,2012,October
77,Lycan,3,201241,1214.0,Carry,15,13,15,10,2012,October
17,Storm Spirit,3,201241,1297.0,Carry,17,16,26,10,2012,October
